""	"RTS_ID"	"TargetName"	"Module"	"CodeClass"	"ProbeID"	"Negative"
"RTS0036540"	"RTS0036540"	"CALR3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49675"	FALSE
"RTS0036541"	"RTS0036541"	"OSCP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49676"	FALSE
"RTS0036542"	"RTS0036542"	"UBLCP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49677"	FALSE
"RTS0036544"	"RTS0036544"	"UPRT"	"TAP_H_WTA_v1.0"	"Endogenous"	"49678"	FALSE
"RTS0036545"	"RTS0036545"	"UBQLNL"	"TAP_H_WTA_v1.0"	"Endogenous"	"49679"	FALSE
"RTS0036546"	"RTS0036546"	"DACT3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49680"	FALSE
"RTS0036547"	"RTS0036547"	"CDC42EP5"	"TAP_H_WTA_v1.0"	"Endogenous"	"49681"	FALSE
"RTS0036548"	"RTS0036548"	"RILPL2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49682"	FALSE
"RTS0036549"	"RTS0036549"	"FCSK"	"TAP_H_WTA_v1.0"	"Endogenous"	"49683"	FALSE
"RTS0036551"	"RTS0036551"	"SKA3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49684"	FALSE
"RTS0036552"	"RTS0036552"	"ZUP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49685"	FALSE
"RTS0036554"	"RTS0036554"	"STAC3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49686"	FALSE
"RTS0036555"	"RTS0036555"	"CISH"	"TAP_H_WTA_v1.0"	"Endogenous"	"49687"	FALSE
"RTS0036556"	"RTS0036556"	"NSMCE1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49688"	FALSE
"RTS0036557"	"RTS0036557"	"MAP2K3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49689"	FALSE
"RTS0036558"	"RTS0036558"	"FAM200A"	"TAP_H_WTA_v1.0"	"Endogenous"	"49690"	FALSE
"RTS0036559"	"RTS0036559"	"ZSCAN25"	"TAP_H_WTA_v1.0"	"Endogenous"	"49691"	FALSE
"RTS0036560"	"RTS0036560"	"JAG2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49692"	FALSE
"RTS0036561"	"RTS0036561"	"CHURC1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49693"	FALSE
"RTS0036562"	"RTS0036562"	"ZBTB47"	"TAP_H_WTA_v1.0"	"Endogenous"	"49694"	FALSE
"RTS0036563"	"RTS0036563"	"PIGM"	"TAP_H_WTA_v1.0"	"Endogenous"	"49695"	FALSE
"RTS0036564"	"RTS0036564"	"SDR42E1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49696"	FALSE
"RTS0036565"	"RTS0036565"	"SFT2D1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49697"	FALSE
"RTS0036566"	"RTS0036566"	"CFAP70"	"TAP_H_WTA_v1.0"	"Endogenous"	"49698"	FALSE
"RTS0036567"	"RTS0036567"	"GPHB5"	"TAP_H_WTA_v1.0"	"Endogenous"	"49699"	FALSE
"RTS0036568"	"RTS0036568"	"WDR63"	"TAP_H_WTA_v1.0"	"Endogenous"	"49700"	FALSE
"RTS0036569"	"RTS0036569"	"DIRAS1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49701"	FALSE
"RTS0036570"	"RTS0036570"	"DNAJB7"	"TAP_H_WTA_v1.0"	"Endogenous"	"49702"	FALSE
"RTS0036571"	"RTS0036571"	"LRATD1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49703"	FALSE
"RTS0036572"	"RTS0036572"	"SLC2A12"	"TAP_H_WTA_v1.0"	"Endogenous"	"49704"	FALSE
"RTS0036573"	"RTS0036573"	"DHRSX"	"TAP_H_WTA_v1.0"	"Endogenous"	"49705"	FALSE
"RTS0036574"	"RTS0036574"	"ATOH7"	"TAP_H_WTA_v1.0"	"Endogenous"	"49706"	FALSE
"RTS0036575"	"RTS0036575"	"MAP2K7"	"TAP_H_WTA_v1.0"	"Endogenous"	"49707"	FALSE
"RTS0036576"	"RTS0036576"	"LIPT1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49708"	FALSE
"RTS0036577"	"RTS0036577"	"CABP4"	"TAP_H_WTA_v1.0"	"Endogenous"	"49709"	FALSE
"RTS0036578"	"RTS0036578"	"NAPRT"	"TAP_H_WTA_v1.0"	"Endogenous"	"49710"	FALSE
"RTS0036579"	"RTS0036579"	"PRAP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49711"	FALSE
"RTS0036580"	"RTS0036580"	"CSNK1A1L"	"TAP_H_WTA_v1.0"	"Endogenous"	"49712"	FALSE
"RTS0036581"	"RTS0036581"	"SENP8"	"TAP_H_WTA_v1.0"	"Endogenous"	"49713"	FALSE
"RTS0036582"	"RTS0036582"	"HMGB4"	"TAP_H_WTA_v1.0"	"Endogenous"	"49714"	FALSE
"RTS0036583"	"RTS0036583"	"VTI1A"	"TAP_H_WTA_v1.0"	"Endogenous"	"49715"	FALSE
"RTS0036584"	"RTS0036584"	"MBD3L1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49716"	FALSE
"RTS0036586"	"RTS0036586"	"TRIM11"	"TAP_H_WTA_v1.0"	"Endogenous"	"49717"	FALSE
"RTS0036587"	"RTS0036587"	"EFCAB11"	"TAP_H_WTA_v1.0"	"Endogenous"	"49718"	FALSE
"RTS0036588"	"RTS0036588"	"CTU1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49719"	FALSE
"RTS0036589"	"RTS0036589"	"FANK1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49720"	FALSE
"RTS0036590"	"RTS0036590"	"B3GNT7"	"TAP_H_WTA_v1.0"	"Endogenous"	"49721"	FALSE
"RTS0036591"	"RTS0036591"	"ZSCAN20"	"TAP_H_WTA_v1.0"	"Endogenous"	"49722"	FALSE
"RTS0036592"	"RTS0036592"	"OMA1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49723"	FALSE
"RTS0036593"	"RTS0036593"	"DDIT4L"	"TAP_H_WTA_v1.0"	"Endogenous"	"49724"	FALSE
"RTS0036594"	"RTS0036594"	"FRA10AC1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49725"	FALSE
"RTS0036595"	"RTS0036595"	"SPACA7"	"TAP_H_WTA_v1.0"	"Endogenous"	"49726"	FALSE
"RTS0036596"	"RTS0036596"	"IFI27L1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49727"	FALSE
"RTS0036597"	"RTS0036597"	"RNASE11"	"TAP_H_WTA_v1.0"	"Endogenous"	"49728"	FALSE
"RTS0036599"	"RTS0036599"	"ZG16B"	"TAP_H_WTA_v1.0"	"Endogenous"	"49729"	FALSE
"RTS0036600"	"RTS0036600"	"UBALD1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49730"	FALSE
"RTS0036601"	"RTS0036601"	"TMEM170A"	"TAP_H_WTA_v1.0"	"Endogenous"	"49731"	FALSE
"RTS0036602"	"RTS0036602"	"MRPL10"	"TAP_H_WTA_v1.0"	"Endogenous"	"49732"	FALSE
"RTS0036603"	"RTS0036603"	"LRRC25"	"TAP_H_WTA_v1.0"	"Endogenous"	"49733"	FALSE
"RTS0036604"	"RTS0036604"	"CCSAP"	"TAP_H_WTA_v1.0"	"Endogenous"	"49734"	FALSE
"RTS0036605"	"RTS0036605"	"ACVR1C"	"TAP_H_WTA_v1.0"	"Endogenous"	"49735"	FALSE
"RTS0036606"	"RTS0036606"	"OSR1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49736"	FALSE
"RTS0036607"	"RTS0036607"	"SPATA18"	"TAP_H_WTA_v1.0"	"Endogenous"	"49737"	FALSE
"RTS0036608"	"RTS0036608"	"CCDC127"	"TAP_H_WTA_v1.0"	"Endogenous"	"49738"	FALSE
"RTS0036609"	"RTS0036609"	"NUDCD2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49739"	FALSE
"RTS0036610"	"RTS0036610"	"SDHAF4"	"TAP_H_WTA_v1.0"	"Endogenous"	"49740"	FALSE
"RTS0036611"	"RTS0036611"	"SSMEM1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49741"	FALSE
"RTS0036612"	"RTS0036612"	"FAM92A"	"TAP_H_WTA_v1.0"	"Endogenous"	"49742"	FALSE
"RTS0036613"	"RTS0036613"	"PRR35"	"TAP_H_WTA_v1.0"	"Endogenous"	"49743"	FALSE
"RTS0036615"	"RTS0036615"	"ZNF563"	"TAP_H_WTA_v1.0"	"Endogenous"	"49744"	FALSE
"RTS0036616"	"RTS0036616"	"HJV"	"TAP_H_WTA_v1.0"	"Endogenous"	"49745"	FALSE
"RTS0036617"	"RTS0036617"	"GCSAML"	"TAP_H_WTA_v1.0"	"Endogenous"	"49746"	FALSE
"RTS0036618"	"RTS0036618"	"MOB3C"	"TAP_H_WTA_v1.0"	"Endogenous"	"49747"	FALSE
"RTS0036619"	"RTS0036619"	"METTL21A"	"TAP_H_WTA_v1.0"	"Endogenous"	"49748"	FALSE
"RTS0036620"	"RTS0036620"	"NKX2-3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49749"	FALSE
"RTS0036621"	"RTS0036621"	"ZNF519"	"TAP_H_WTA_v1.0"	"Endogenous"	"49750"	FALSE
"RTS0036622"	"RTS0036622"	"ZNF296"	"TAP_H_WTA_v1.0"	"Endogenous"	"49751"	FALSE
"RTS0036623"	"RTS0036623"	"ADGRA3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49752"	FALSE
"RTS0036624"	"RTS0036624"	"ZBTB49"	"TAP_H_WTA_v1.0"	"Endogenous"	"49753"	FALSE
"RTS0036625"	"RTS0036625"	"GALNTL5"	"TAP_H_WTA_v1.0"	"Endogenous"	"49754"	FALSE
"RTS0036627"	"RTS0036627"	"ZNF627"	"TAP_H_WTA_v1.0"	"Endogenous"	"49755"	FALSE
"RTS0036628"	"RTS0036628"	"CADM4"	"TAP_H_WTA_v1.0"	"Endogenous"	"49756"	FALSE
"RTS0036631"	"RTS0036631"	"TVP23C"	"TAP_H_WTA_v1.0"	"Endogenous"	"49757"	FALSE
"RTS0036632"	"RTS0036632"	"C7orf33"	"TAP_H_WTA_v1.0"	"Endogenous"	"49758"	FALSE
"RTS0036633"	"RTS0036633"	"SLC25A43"	"TAP_H_WTA_v1.0"	"Endogenous"	"49759"	FALSE
"RTS0036634"	"RTS0036634"	"FAM241B"	"TAP_H_WTA_v1.0"	"Endogenous"	"49760"	FALSE
"RTS0036636"	"RTS0036636"	"LRTOMT"	"TAP_H_WTA_v1.0"	"Endogenous"	"49761"	FALSE
"RTS0036637"	"RTS0036637"	"ZNF485"	"TAP_H_WTA_v1.0"	"Endogenous"	"49762"	FALSE
"RTS0036638"	"RTS0036638"	"RASGEF1A"	"TAP_H_WTA_v1.0"	"Endogenous"	"49763"	FALSE
"RTS0036639"	"RTS0036639"	"UCMA"	"TAP_H_WTA_v1.0"	"Endogenous"	"49764"	FALSE
"RTS0036640"	"RTS0036640"	"TMEM217"	"TAP_H_WTA_v1.0"	"Endogenous"	"49765"	FALSE
"RTS0036641"	"RTS0036641"	"MAP3K7"	"TAP_H_WTA_v1.0"	"Endogenous"	"49766"	FALSE
"RTS0036642"	"RTS0036642"	"TBC1D31"	"TAP_H_WTA_v1.0"	"Endogenous"	"49767"	FALSE
"RTS0036643"	"RTS0036643"	"SLC15A4"	"TAP_H_WTA_v1.0"	"Endogenous"	"49768"	FALSE
"RTS0036644"	"RTS0036644"	"WFDC5"	"TAP_H_WTA_v1.0"	"Endogenous"	"49769"	FALSE
"RTS0036645"	"RTS0036645"	"ELOA3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49770"	FALSE
"RTS0036647"	"RTS0036647"	"GCNT2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49771"	FALSE
"RTS0036648"	"RTS0036648"	"GSX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49772"	FALSE
"RTS0036649"	"RTS0036649"	"SPESP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49773"	FALSE
"RTS0036650"	"RTS0036650"	"IL27"	"TAP_H_WTA_v1.0"	"Endogenous"	"49774"	FALSE
"RTS0036651"	"RTS0036651"	"SPANXA2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49775"	FALSE
"RTS0036652"	"RTS0036652"	"BRF1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49776"	FALSE
"RTS0036653"	"RTS0036653"	"ATPAF2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49777"	FALSE
"RTS0036654"	"RTS0036654"	"LPIN1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49778"	FALSE
"RTS0036656"	"RTS0036656"	"TIGD1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49779"	FALSE
"RTS0036657"	"RTS0036657"	"TIGD2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49780"	FALSE
"RTS0036658"	"RTS0036658"	"TIGD3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49781"	FALSE
"RTS0036659"	"RTS0036659"	"TIGD4"	"TAP_H_WTA_v1.0"	"Endogenous"	"49782"	FALSE
"RTS0036660"	"RTS0036660"	"TRAF3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49783"	FALSE
"RTS0036661"	"RTS0036661"	"SYNGR1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49784"	FALSE
"RTS0036662"	"RTS0036662"	"SEPTIN3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49785"	FALSE
"RTS0036663"	"RTS0036663"	"OSBPL6"	"TAP_H_WTA_v1.0"	"Endogenous"	"49786"	FALSE
"RTS0036664"	"RTS0036664"	"GSTA1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49787"	FALSE
"RTS0036665"	"RTS0036665"	"KIFC2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49788"	FALSE
"RTS0036666"	"RTS0036666"	"TTC21A"	"TAP_H_WTA_v1.0"	"Endogenous"	"49789"	FALSE
"RTS0036667"	"RTS0036667"	"MGST1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49790"	FALSE
"RTS0036668"	"RTS0036668"	"OSBPL7"	"TAP_H_WTA_v1.0"	"Endogenous"	"49791"	FALSE
"RTS0036670"	"RTS0036670"	"ABTB2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49792"	FALSE
"RTS0036671"	"RTS0036671"	"ISL2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49793"	FALSE
"RTS0036672"	"RTS0036672"	"ZNF511"	"TAP_H_WTA_v1.0"	"Endogenous"	"49794"	FALSE
"RTS0036673"	"RTS0036673"	"NTN5"	"TAP_H_WTA_v1.0"	"Endogenous"	"49795"	FALSE
"RTS0036674"	"RTS0036674"	"CDCA7"	"TAP_H_WTA_v1.0"	"Endogenous"	"49796"	FALSE
"RTS0036676"	"RTS0036676"	"CRYZL1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49797"	FALSE
"RTS0036678"	"RTS0036678"	"ANKS4B"	"TAP_H_WTA_v1.0"	"Endogenous"	"49798"	FALSE
"RTS0036679"	"RTS0036679"	"LTC4S"	"TAP_H_WTA_v1.0"	"Endogenous"	"49799"	FALSE
"RTS0036681"	"RTS0036681"	"PIDD1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49800"	FALSE
"RTS0036682"	"RTS0036682"	"RBFOX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49801"	FALSE
"RTS0036683"	"RTS0036683"	"KLK12"	"TAP_H_WTA_v1.0"	"Endogenous"	"49802"	FALSE
"RTS0036684"	"RTS0036684"	"PFDN5"	"TAP_H_WTA_v1.0"	"Endogenous"	"49803"	FALSE
"RTS0036685"	"RTS0036685"	"HMGA1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49804"	FALSE
"RTS0036686"	"RTS0036686"	"ZNF23"	"TAP_H_WTA_v1.0"	"Endogenous"	"49805"	FALSE
"RTS0036687"	"RTS0036687"	"NFAM1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49806"	FALSE
"RTS0036688"	"RTS0036688"	"SLC5A8"	"TAP_H_WTA_v1.0"	"Endogenous"	"49807"	FALSE
"RTS0036689"	"RTS0036689"	"ZSCAN21"	"TAP_H_WTA_v1.0"	"Endogenous"	"49808"	FALSE
"RTS0036690"	"RTS0036690"	"ZNRF2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49809"	FALSE
"RTS0036691"	"RTS0036691"	"NCR3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49810"	FALSE
"RTS0036692"	"RTS0036692"	"SGMS1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49811"	FALSE
"RTS0036693"	"RTS0036693"	"IL11RA"	"TAP_H_WTA_v1.0"	"Endogenous"	"49812"	FALSE
"RTS0036694"	"RTS0036694"	"CNTFR"	"TAP_H_WTA_v1.0"	"Endogenous"	"49813"	FALSE
"RTS0036695"	"RTS0036695"	"C9orf24"	"TAP_H_WTA_v1.0"	"Endogenous"	"49814"	FALSE
"RTS0036696"	"RTS0036696"	"NUDT2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49815"	FALSE
"RTS0036697"	"RTS0036697"	"PPP3R2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49816"	FALSE
"RTS0036698"	"RTS0036698"	"KCNIP4"	"TAP_H_WTA_v1.0"	"Endogenous"	"49817"	FALSE
"RTS0036699"	"RTS0036699"	"AKAP9"	"TAP_H_WTA_v1.0"	"Endogenous"	"49818"	FALSE
"RTS0036700"	"RTS0036700"	"FAM110B"	"TAP_H_WTA_v1.0"	"Endogenous"	"49819"	FALSE
"RTS0036701"	"RTS0036701"	"CERS5"	"TAP_H_WTA_v1.0"	"Endogenous"	"49820"	FALSE
"RTS0036702"	"RTS0036702"	"MMP21"	"TAP_H_WTA_v1.0"	"Endogenous"	"49821"	FALSE
"RTS0036703"	"RTS0036703"	"DMBX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49822"	FALSE
"RTS0036704"	"RTS0036704"	"ANKRD18A"	"TAP_H_WTA_v1.0"	"Endogenous"	"49823"	FALSE
"RTS0036705"	"RTS0036705"	"TMIE"	"TAP_H_WTA_v1.0"	"Endogenous"	"49824"	FALSE
"RTS0036706"	"RTS0036706"	"WFDC11"	"TAP_H_WTA_v1.0"	"Endogenous"	"49825"	FALSE
"RTS0036707"	"RTS0036707"	"WFDC9"	"TAP_H_WTA_v1.0"	"Endogenous"	"49826"	FALSE
"RTS0036708"	"RTS0036708"	"MRGPRX1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49827"	FALSE
"RTS0036709"	"RTS0036709"	"CTSB"	"TAP_H_WTA_v1.0"	"Endogenous"	"49828"	FALSE
"RTS0036710"	"RTS0036710"	"PEMT"	"TAP_H_WTA_v1.0"	"Endogenous"	"49829"	FALSE
"RTS0036711"	"RTS0036711"	"AZIN1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49830"	FALSE
"RTS0036712"	"RTS0036712"	"FBXO32"	"TAP_H_WTA_v1.0"	"Endogenous"	"49831"	FALSE
"RTS0036713"	"RTS0036713"	"RPP25L"	"TAP_H_WTA_v1.0"	"Endogenous"	"49832"	FALSE
"RTS0036714"	"RTS0036714"	"ATXN2L"	"TAP_H_WTA_v1.0"	"Endogenous"	"49833"	FALSE
"RTS0036715"	"RTS0036715"	"CCL28"	"TAP_H_WTA_v1.0"	"Endogenous"	"49834"	FALSE
"RTS0036716"	"RTS0036716"	"BOD1L1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49835"	FALSE
"RTS0036717"	"RTS0036717"	"NPB"	"TAP_H_WTA_v1.0"	"Endogenous"	"49836"	FALSE
"RTS0036718"	"RTS0036718"	"SDR9C7"	"TAP_H_WTA_v1.0"	"Endogenous"	"49837"	FALSE
"RTS0036719"	"RTS0036719"	"TNFRSF18"	"TAP_H_WTA_v1.0"	"Endogenous"	"49838"	FALSE
"RTS0036720"	"RTS0036720"	"TIRAP"	"TAP_H_WTA_v1.0"	"Endogenous"	"49839"	FALSE
"RTS0036721"	"RTS0036721"	"ABHD11"	"TAP_H_WTA_v1.0"	"Endogenous"	"49840"	FALSE
"RTS0036723"	"RTS0036723"	"PIGQ"	"TAP_H_WTA_v1.0"	"Endogenous"	"49841"	FALSE
"RTS0036724"	"RTS0036724"	"EPN2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49842"	FALSE
"RTS0036725"	"RTS0036725"	"CYB5A"	"TAP_H_WTA_v1.0"	"Endogenous"	"49843"	FALSE
"RTS0036726"	"RTS0036726"	"NSUN5"	"TAP_H_WTA_v1.0"	"Endogenous"	"49844"	FALSE
"RTS0036727"	"RTS0036727"	"HUS1B"	"TAP_H_WTA_v1.0"	"Endogenous"	"49845"	FALSE
"RTS0036728"	"RTS0036728"	"OTOS"	"TAP_H_WTA_v1.0"	"Endogenous"	"49846"	FALSE
"RTS0036729"	"RTS0036729"	"OXER1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49847"	FALSE
"RTS0036730"	"RTS0036730"	"GPRC6A"	"TAP_H_WTA_v1.0"	"Endogenous"	"49848"	FALSE
"RTS0036731"	"RTS0036731"	"PSMA1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49849"	FALSE
"RTS0036733"	"RTS0036733"	"PSMA3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49850"	FALSE
"RTS0036734"	"RTS0036734"	"TAGAP"	"TAP_H_WTA_v1.0"	"Endogenous"	"49851"	FALSE
"RTS0036735"	"RTS0036735"	"GJD3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49852"	FALSE
"RTS0036736"	"RTS0036736"	"CSNK1E"	"TAP_H_WTA_v1.0"	"Endogenous"	"49853"	FALSE
"RTS0036737"	"RTS0036737"	"TAS1R3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49854"	FALSE
"RTS0036738"	"RTS0036738"	"IPMK"	"TAP_H_WTA_v1.0"	"Endogenous"	"49855"	FALSE
"RTS0036739"	"RTS0036739"	"TAS1R2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49856"	FALSE
"RTS0036741"	"RTS0036741"	"SNX11"	"TAP_H_WTA_v1.0"	"Endogenous"	"49857"	FALSE
"RTS0036742"	"RTS0036742"	"DEFB105A"	"TAP_H_WTA_v1.0"	"Endogenous"	"49858"	FALSE
"RTS0036743"	"RTS0036743"	"DEFB106A"	"TAP_H_WTA_v1.0"	"Endogenous"	"49859"	FALSE
"RTS0036744"	"RTS0036744"	"TICRR"	"TAP_H_WTA_v1.0"	"Endogenous"	"49860"	FALSE
"RTS0036745"	"RTS0036745"	"RPUSD2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49861"	FALSE
"RTS0036746"	"RTS0036746"	"TMEM263"	"TAP_H_WTA_v1.0"	"Endogenous"	"49862"	FALSE
"RTS0036747"	"RTS0036747"	"FAAP24"	"TAP_H_WTA_v1.0"	"Endogenous"	"49863"	FALSE
"RTS0036748"	"RTS0036748"	"PARS2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49864"	FALSE
"RTS0036749"	"RTS0036749"	"C12orf65"	"TAP_H_WTA_v1.0"	"Endogenous"	"49865"	FALSE
"RTS0036750"	"RTS0036750"	"LONRF1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49866"	FALSE
"RTS0036751"	"RTS0036751"	"CHMP7"	"TAP_H_WTA_v1.0"	"Endogenous"	"49867"	FALSE
"RTS0036753"	"RTS0036753"	"UBTD2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49868"	FALSE
"RTS0036754"	"RTS0036754"	"TCEAL7"	"TAP_H_WTA_v1.0"	"Endogenous"	"49869"	FALSE
"RTS0036755"	"RTS0036755"	"ZNF585B"	"TAP_H_WTA_v1.0"	"Endogenous"	"49870"	FALSE
"RTS0036756"	"RTS0036756"	"SYT11"	"TAP_H_WTA_v1.0"	"Endogenous"	"49871"	FALSE
"RTS0036757"	"RTS0036757"	"CHMP4C"	"TAP_H_WTA_v1.0"	"Endogenous"	"49872"	FALSE
"RTS0036758"	"RTS0036758"	"ARRDC1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49873"	FALSE
"RTS0036759"	"RTS0036759"	"ORAI3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49874"	FALSE
"RTS0036760"	"RTS0036760"	"ZNF561"	"TAP_H_WTA_v1.0"	"Endogenous"	"49875"	FALSE
"RTS0036761"	"RTS0036761"	"C1orf158"	"TAP_H_WTA_v1.0"	"Endogenous"	"49876"	FALSE
"RTS0036762"	"RTS0036762"	"TADA2B"	"TAP_H_WTA_v1.0"	"Endogenous"	"49877"	FALSE
"RTS0036763"	"RTS0036763"	"TARS1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49878"	FALSE
"RTS0036764"	"RTS0036764"	"ATP1A3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49879"	FALSE
"RTS0036765"	"RTS0036765"	"POGLUT1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49880"	FALSE
"RTS0036767"	"RTS0036767"	"RMI2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49881"	FALSE
"RTS0036768"	"RTS0036768"	"PIK3AP1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49882"	FALSE
"RTS0036769"	"RTS0036769"	"ELOVL3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49883"	FALSE
"RTS0036770"	"RTS0036770"	"CLRN3"	"TAP_H_WTA_v1.0"	"Endogenous"	"49884"	FALSE
"RTS0036771"	"RTS0036771"	"LARGE2"	"TAP_H_WTA_v1.0"	"Endogenous"	"49885"	FALSE
"RTS0036772"	"RTS0036772"	"SLC36A4"	"TAP_H_WTA_v1.0"	"Endogenous"	"49886"	FALSE
"RTS0036773"	"RTS0036773"	"NXPE1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49887"	FALSE
"RTS0036774"	"RTS0036774"	"ARL14EP"	"TAP_H_WTA_v1.0"	"Endogenous"	"49888"	FALSE
"RTS0036775"	"RTS0036775"	"DEPDC4"	"TAP_H_WTA_v1.0"	"Endogenous"	"49889"	FALSE
"RTS0036776"	"RTS0036776"	"C12orf45"	"TAP_H_WTA_v1.0"	"Endogenous"	"49890"	FALSE
"RTS0036777"	"RTS0036777"	"C12orf54"	"TAP_H_WTA_v1.0"	"Endogenous"	"49891"	FALSE
"RTS0036778"	"RTS0036778"	"ERP27"	"TAP_H_WTA_v1.0"	"Endogenous"	"49892"	FALSE
"RTS0036779"	"RTS0036779"	"SPIC"	"TAP_H_WTA_v1.0"	"Endogenous"	"49893"	FALSE
"RTS0036780"	"RTS0036780"	"TEX29"	"TAP_H_WTA_v1.0"	"Endogenous"	"49894"	FALSE
"RTS0036781"	"RTS0036781"	"AK7"	"TAP_H_WTA_v1.0"	"Endogenous"	"49895"	FALSE
"RTS0036782"	"RTS0036782"	"FRMD6"	"TAP_H_WTA_v1.0"	"Endogenous"	"49896"	FALSE
"RTS0036783"	"RTS0036783"	"ACOT4"	"TAP_H_WTA_v1.0"	"Endogenous"	"49897"	FALSE
"RTS0036784"	"RTS0036784"	"TC2N"	"TAP_H_WTA_v1.0"	"Endogenous"	"49898"	FALSE
"RTS0036786"	"RTS0036786"	"TMEM266"	"TAP_H_WTA_v1.0"	"Endogenous"	"49899"	FALSE
"RTS0036787"	"RTS0036787"	"AGBL1"	"TAP_H_WTA_v1.0"	"Endogenous"	"49900"	FALSE
"RTS0036788"	"RTS0036788"	"ZG16"	"TAP_H_WTA_v1.0"	"Endogenous"	"49901"	FALSE
"RTS0036789"	"RTS0036789"	"SPATA2L"	"TAP_H_WTA_v1.0"	"Endogenous"	"49902"	FALSE
